parking_id,primary_source,primary_source_id,last_updated,fetched_at,total_spot_number,free_spot_number,occupied_spot_number,closed_spot_number,has_free_spots,occupancy_rate,hour,day_of_week,is_weekend,date
mr_parkit-838b0561-48ae-428b-a078-36104001aa72,mr_parkit,838b0561-48ae-428b-a078-36104001aa72,2026-04-20T19:45:00.429Z,2026-04-20T19:48:00+00:00,,,0,,False,,19,0,0,2026-04-20
mr_parkit-8951fd9b-362c-42d8-ae32-92db8034c56a,mr_parkit,8951fd9b-362c-42d8-ae32-92db8034c56a,2026-04-20T19:45:00.429Z,2026-04-20T19:48:00+00:00,,,0,,True,,19,0,0,2026-04-20
mr_parkit-9bcdc824-27ba-44a9-94e5-60f2d9798be7,mr_parkit,9bcdc824-27ba-44a9-94e5-60f2d9798be7,2026-04-20T19:45:00.429Z,2026-04-20T19:48:00+00:00,,,0,,True,,19,0,0,2026-04-20
mr_parkit-9c1a572e-8c5b-4c8c-b3f7-b6da4ef5dceb,mr_parkit,9c1a572e-8c5b-4c8c-b3f7-b6da4ef5dceb,2026-04-20T19:45:00.429Z,2026-04-20T19:48:00+00:00,,,0,,False,,19,0,0,2026-04-20
mr_parkit-9d8af337-2e79-4a74-82ee-e4727d5758bf,mr_parkit,9d8af337-2e79-4a74-82ee-e4727d5758bf,2026-04-20T19:45:00.429Z,2026-04-20T19:48:00+00:00,,,0,,True,,19,0,0,2026-04-20
mr_parkit-9115abe5-8095-4895-8694-af3decdb6e14,mr_parkit,9115abe5-8095-4895-8694-af3decdb6e14,2026-04-20T19:45:00.429Z,2026-04-20T19:48:00+00:00,,,0,,False,,19,0,0,2026-04-20
mr_parkit-9555fc57-65c5-487b-9323-24f60ec8bf06,mr_parkit,9555fc57-65c5-487b-9323-24f60ec8bf06,2026-04-20T19:45:00.429Z,2026-04-20T19:48:00+00:00,,,0,,False,,19,0,0,2026-04-20
mr_parkit-9618a35c-7181-48a4-befe-446e525bbfc5,mr_parkit,9618a35c-7181-48a4-befe-446e525bbfc5,2026-04-20T19:45:00.429Z,2026-04-20T19:48:00+00:00,,,0,,True,,19,0,0,2026-04-20
pmdp-pmdp_001,pmdp,pmdp_001,2026-04-20T19:47:00.657Z,2026-04-20T19:48:00+00:00,447,218,229,,True,0.512304,19,0,0,2026-04-20
pmdp-pmdp_002,pmdp,pmdp_002,2026-04-20T19:47:01.219Z,2026-04-20T19:48:00+00:00,166,92,74,,True,0.445783,19,0,0,2026-04-20
smart4city-BEN005,smart4city,BEN005,2026-04-20T19:38:05.000Z,2026-04-20T19:48:00+00:00,174,123,51,,True,0.293103,19,0,0,2026-04-20
smart4city-KOL001,smart4city,KOL001,2026-04-20T19:46:19.000Z,2026-04-20T19:48:00+00:00,40,31,9,,True,0.225,19,0,0,2026-04-20
smart4city-KOL002,smart4city,KOL002,2026-04-20T19:46:08.000Z,2026-04-20T19:48:00+00:00,111,95,16,,True,0.144144,19,0,0,2026-04-20
smart4city-KOL004,smart4city,KOL004,2026-04-20T19:25:32.000Z,2026-04-20T19:48:00+00:00,61,37,24,,True,0.393443,19,0,0,2026-04-20
smart4city-KOL005,smart4city,KOL005,2026-04-20T19:46:29.000Z,2026-04-20T19:48:00+00:00,44,29,15,,True,0.340909,19,0,0,2026-04-20
smart4city-KOL006,smart4city,KOL006,2026-04-20T19:46:34.000Z,2026-04-20T19:48:00+00:00,99,85,14,,True,0.141414,19,0,0,2026-04-20
smart4city-KOL008,smart4city,KOL008,2026-04-20T19:44:16.000Z,2026-04-20T19:48:00+00:00,55,52,3,,True,0.054545,19,0,0,2026-04-20
smart4city-MBL004,smart4city,MBL004,2026-04-20T19:45:00.000Z,2026-04-20T19:48:00+00:00,523,406,117,,True,0.223709,19,0,0,2026-04-20
smart4city-MBL006,smart4city,MBL006,2026-04-20T19:37:00.000Z,2026-04-20T19:48:00+00:00,272,113,159,,True,0.584559,19,0,0,2026-04-20
smart4city-MBL007,smart4city,MBL007,2026-04-20T19:21:00.000Z,2026-04-20T19:48:00+00:00,67,64,3,,True,0.044776,19,0,0,2026-04-20
smart4city-MEL001,smart4city,MEL001,2026-04-20T19:46:06.635Z,2026-04-20T19:48:00+00:00,30,9,21,,True,0.7,19,0,0,2026-04-20
smart4city-POD001,smart4city,POD001,2026-04-20T19:44:33.000Z,2026-04-20T19:48:00+00:00,56,55,1,,True,0.017857,19,0,0,2026-04-20
smart4city-POD002,smart4city,POD002,2026-04-20T19:43:23.000Z,2026-04-20T19:48:00+00:00,58,52,6,,True,0.103448,19,0,0,2026-04-20
smart4city-POD004,smart4city,POD004,2026-04-20T19:07:44.000Z,2026-04-20T19:48:00+00:00,62,60,2,,True,0.032258,19,0,0,2026-04-20
tsk-offstreet-ae77736b-399d-462e-901d-bf91ef7ab96c,tsk-offstreet,ae77736b-399d-462e-901d-bf91ef7ab96c,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,78,28,50,0,True,0.641026,19,0,0,2026-04-20
tsk-offstreet-bba3106f-e408-466f-8f75-bbd919ee4efa,tsk-offstreet,bba3106f-e408-466f-8f75-bbd919ee4efa,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,186,164,22,0,True,0.11828,19,0,0,2026-04-20
tsk-offstreet-b567b2eb-b89c-4549-846a-e82cbda1dcf9,tsk-offstreet,b567b2eb-b89c-4549-846a-e82cbda1dcf9,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,202,109,93,0,True,0.460396,19,0,0,2026-04-20
tsk-offstreet-eef53536-16f5-4772-b28e-466e9d4fa6c1,tsk-offstreet,eef53536-16f5-4772-b28e-466e9d4fa6c1,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,66,41,25,0,True,0.378788,19,0,0,2026-04-20
tsk-offstreet-f01831c1-415d-463d-b51f-1a91ba7bd4ed,tsk-offstreet,f01831c1-415d-463d-b51f-1a91ba7bd4ed,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,111,66,45,0,True,0.405405,19,0,0,2026-04-20
tsk-offstreet-f589ef8e-1209-4793-87ba-7e405839f506,tsk-offstreet,f589ef8e-1209-4793-87ba-7e405839f506,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,251,228,23,0,True,0.091633,19,0,0,2026-04-20
tsk-offstreet-0a25bd51-0851-4766-b884-e5bf8cf0aac7,tsk-offstreet,0a25bd51-0851-4766-b884-e5bf8cf0aac7,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,88,49,39,0,True,0.443182,19,0,0,2026-04-20
tsk-offstreet-0de6185c-f3a8-4ce6-b684-bdb6d95fe737,tsk-offstreet,0de6185c-f3a8-4ce6-b684-bdb6d95fe737,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,100,74,26,0,True,0.26,19,0,0,2026-04-20
tsk-offstreet-360e4af6-3a4e-433b-49bb-cbb4c773f9cf,tsk-offstreet,360e4af6-3a4e-433b-49bb-cbb4c773f9cf,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,18,18,0,0,True,0.0,19,0,0,2026-04-20
tsk-offstreet-4145ef72-c325-41c9-8b34-2af23290f942,tsk-offstreet,4145ef72-c325-41c9-8b34-2af23290f942,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,136,113,23,0,True,0.169118,19,0,0,2026-04-20
tsk-offstreet-519a4124-9f6c-49c9-89f3-da28b8192ca1,tsk-offstreet,519a4124-9f6c-49c9-89f3-da28b8192ca1,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,83,61,22,0,True,0.26506,19,0,0,2026-04-20
tsk-offstreet-52551797-f7f0-44e0-8e06-988c96ab319f,tsk-offstreet,52551797-f7f0-44e0-8e06-988c96ab319f,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,96,72,24,0,True,0.25,19,0,0,2026-04-20
tsk-offstreet-58b9c5cc-02e0-468d-b8a6-a3e49a528025,tsk-offstreet,58b9c5cc-02e0-468d-b8a6-a3e49a528025,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,201,135,66,0,True,0.328358,19,0,0,2026-04-20
tsk-offstreet-6b737fe9-6f24-450c-9868-819cb9377ad8,tsk-offstreet,6b737fe9-6f24-450c-9868-819cb9377ad8,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,792,629,163,0,True,0.205808,19,0,0,2026-04-20
tsk-offstreet-67000fcd-d2d1-4861-8de1-4afd35c706c0,tsk-offstreet,67000fcd-d2d1-4861-8de1-4afd35c706c0,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,220,204,16,0,True,0.072727,19,0,0,2026-04-20
tsk-offstreet-8d125ea8-8f76-4045-4792-f6edb76e73f6,tsk-offstreet,8d125ea8-8f76-4045-4792-f6edb76e73f6,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,41,25,16,0,True,0.390244,19,0,0,2026-04-20
tsk-offstreet-8f1abd57-4366-41a3-b800-3604400a1ec0,tsk-offstreet,8f1abd57-4366-41a3-b800-3604400a1ec0,2026-04-20T19:46:01.000Z,2026-04-20T19:48:00+00:00,76,40,36,0,True,0.473684,19,0,0,2026-04-20
bedrichov-656da0a77e188300012f652e,bedrichov,656da0a77e188300012f652e,2026-04-20T20:47:00.479Z,2026-04-20T20:48:00+00:00,200,200,0,,True,0.0,20,0,0,2026-04-20
bedrichov-656da0f57e188300012f653c,bedrichov,656da0f57e188300012f653c,2026-04-20T20:47:00.479Z,2026-04-20T20:48:00+00:00,170,170,0,,True,0.0,20,0,0,2026-04-20
bedrichov-656da0247e188300012f6512,bedrichov,656da0247e188300012f6512,2026-04-20T20:47:00.479Z,2026-04-20T20:48:00+00:00,30,30,0,,True,0.0,20,0,0,2026-04-20
bedrichov-656da0497e188300012f651a,bedrichov,656da0497e188300012f651a,2026-04-20T20:47:00.479Z,2026-04-20T20:48:00+00:00,200,197,3,,True,0.015,20,0,0,2026-04-20
bedrichov-656da07b7e188300012f6524,bedrichov,656da07b7e188300012f6524,2026-04-20T20:47:00.479Z,2026-04-20T20:48:00+00:00,100,100,0,,True,0.0,20,0,0,2026-04-20
bedrichov-657727df9e01fb0001621c0a,bedrichov,657727df9e01fb0001621c0a,2026-04-20T20:47:00.479Z,2026-04-20T20:48:00+00:00,150,150,0,,True,0.0,20,0,0,2026-04-20
greencenter-1219,greencenter,1219,2026-04-20T20:47:15.258Z,2026-04-20T20:48:00+00:00,97,84,13,,True,0.134021,20,0,0,2026-04-20
greencenter-1438,greencenter,1438,2026-04-20T20:47:15.248Z,2026-04-20T20:48:00+00:00,171,169,2,,True,0.011696,20,0,0,2026-04-20
isphk-hk_isp_001,isphk,hk_isp_001,2026-04-20T20:47:35.523Z,2026-04-20T20:48:00+00:00,60,54,6,,True,0.1,20,0,0,2026-04-20
isphk-hk_isp_002,isphk,hk_isp_002,2026-04-20T20:47:35.523Z,2026-04-20T20:48:00+00:00,284,149,135,,True,0.475352,20,0,0,2026-04-20
isphk-hk_isp_003,isphk,hk_isp_003,2026-04-20T20:47:35.523Z,2026-04-20T20:48:00+00:00,425,100,325,,True,0.764706,20,0,0,2026-04-20
isphk-hk_isp_004,isphk,hk_isp_004,2026-04-20T20:47:35.523Z,2026-04-20T20:48:00+00:00,50,46,4,,True,0.08,20,0,0,2026-04-20
isphk-hk_isp_005,isphk,hk_isp_005,2026-04-20T20:47:35.523Z,2026-04-20T20:48:00+00:00,497,247,250,,True,0.503018,20,0,0,2026-04-20
korid-1,korid,1,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,24,15,9,0,True,0.375,20,0,0,2026-04-20
korid-10,korid,10,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,9,4,5,0,True,0.555556,20,0,0,2026-04-20
korid-11,korid,11,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,23,4,19,0,True,0.826087,20,0,0,2026-04-20
korid-12,korid,12,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,63,35,28,0,True,0.444444,20,0,0,2026-04-20
korid-13,korid,13,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,24,13,11,0,True,0.458333,20,0,0,2026-04-20
korid-14,korid,14,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,12,5,7,0,True,0.583333,20,0,0,2026-04-20
korid-16,korid,16,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,31,12,19,0,True,0.612903,20,0,0,2026-04-20
korid-17,korid,17,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,27,11,16,0,True,0.592593,20,0,0,2026-04-20
korid-18,korid,18,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,21,17,4,0,True,0.190476,20,0,0,2026-04-20
korid-19,korid,19,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,20,10,10,0,True,0.5,20,0,0,2026-04-20
korid-20,korid,20,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,13,8,5,0,True,0.384615,20,0,0,2026-04-20
korid-21,korid,21,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,36,24,12,0,True,0.333333,20,0,0,2026-04-20
korid-22,korid,22,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,59,24,35,0,True,0.59322,20,0,0,2026-04-20
korid-23,korid,23,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,13,5,8,0,True,0.615385,20,0,0,2026-04-20
korid-24,korid,24,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,18,16,2,0,True,0.111111,20,0,0,2026-04-20
korid-25,korid,25,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,38,27,11,0,True,0.289474,20,0,0,2026-04-20
korid-26,korid,26,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,15,6,9,0,True,0.6,20,0,0,2026-04-20
korid-27,korid,27,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,19,8,11,0,True,0.578947,20,0,0,2026-04-20
korid-28,korid,28,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,24,14,10,0,True,0.416667,20,0,0,2026-04-20
korid-29,korid,29,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,84,65,19,0,True,0.22619,20,0,0,2026-04-20
korid-3,korid,3,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,19,2,17,0,True,0.894737,20,0,0,2026-04-20
korid-31,korid,31,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,55,46,9,0,True,0.163636,20,0,0,2026-04-20
korid-32,korid,32,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,24,9,15,0,True,0.625,20,0,0,2026-04-20
korid-33,korid,33,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,27,24,3,0,True,0.111111,20,0,0,2026-04-20
korid-34,korid,34,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,16,12,4,0,True,0.25,20,0,0,2026-04-20
korid-35,korid,35,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,21,7,14,0,True,0.666667,20,0,0,2026-04-20
korid-36,korid,36,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,21,7,14,0,True,0.666667,20,0,0,2026-04-20
korid-37,korid,37,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,12,5,7,0,True,0.583333,20,0,0,2026-04-20
korid-38,korid,38,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,32,24,8,0,True,0.25,20,0,0,2026-04-20
korid-4,korid,4,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,13,13,0,0,True,0.0,20,0,0,2026-04-20
korid-40,korid,40,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,21,10,11,0,True,0.52381,20,0,0,2026-04-20
korid-41,korid,41,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,21,12,9,0,True,0.428571,20,0,0,2026-04-20
korid-42,korid,42,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,23,16,7,0,True,0.304348,20,0,0,2026-04-20
korid-43,korid,43,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,31,18,13,0,True,0.419355,20,0,0,2026-04-20
korid-45,korid,45,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,42,24,18,0,True,0.428571,20,0,0,2026-04-20
korid-46,korid,46,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,26,25,1,0,True,0.038462,20,0,0,2026-04-20
korid-5,korid,5,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,18,6,12,0,True,0.666667,20,0,0,2026-04-20
korid-52,korid,52,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,102,96,6,0,True,0.058824,20,0,0,2026-04-20
korid-53,korid,53,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,20,7,13,0,True,0.65,20,0,0,2026-04-20
korid-54,korid,54,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,10,6,4,0,True,0.4,20,0,0,2026-04-20
korid-55,korid,55,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,7,7,0,0,True,0.0,20,0,0,2026-04-20
korid-6,korid,6,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,13,4,9,0,True,0.692308,20,0,0,2026-04-20
korid-60,korid,60,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,600,479,121,0,True,0.201667,20,0,0,2026-04-20
korid-62,korid,62,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,407,112,295,0,True,0.724816,20,0,0,2026-04-20
korid-66,korid,66,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,150,90,60,0,True,0.4,20,0,0,2026-04-20
korid-67,korid,67,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,200,170,30,0,True,0.15,20,0,0,2026-04-20
korid-8,korid,8,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,10,3,7,0,True,0.7,20,0,0,2026-04-20
korid-9,korid,9,2026-04-20T20:47:39.092Z,2026-04-20T20:48:00+00:00,41,27,14,0,True,0.341463,20,0,0,2026-04-20
mr_parkit-ad87218b-ecf1-4609-be04-5f2d09443713,mr_parkit,ad87218b-ecf1-4609-be04-5f2d09443713,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-a1a376da-9369-49ba-9bb2-207d3165e249,mr_parkit,a1a376da-9369-49ba-9bb2-207d3165e249,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,False,,20,0,0,2026-04-20
mr_parkit-a121b657-42a2-41f4-b43a-cf1a7e10c274,mr_parkit,a121b657-42a2-41f4-b43a-cf1a7e10c274,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-a164da0d-1f17-47b8-b32c-0b7318081d6a,mr_parkit,a164da0d-1f17-47b8-b32c-0b7318081d6a,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-bccd211d-7646-46c9-a0bb-ea8796b06e93,mr_parkit,bccd211d-7646-46c9-a0bb-ea8796b06e93,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-bd98c0c6-cea0-4b7b-b772-4292e7b9449a,mr_parkit,bd98c0c6-cea0-4b7b-b772-4292e7b9449a,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-bf47c99b-6f96-45aa-bfa6-d19fcbcefc09,mr_parkit,bf47c99b-6f96-45aa-bfa6-d19fcbcefc09,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-b6a1ea22-7a3a-4a9f-96f8-88f718c3532d,mr_parkit,b6a1ea22-7a3a-4a9f-96f8-88f718c3532d,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-b7e3c3ea-1567-4850-b161-268d3c170975,mr_parkit,b7e3c3ea-1567-4850-b161-268d3c170975,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-b8ca5c72-12fe-4ef9-8f1b-29b6eed0621f,mr_parkit,b8ca5c72-12fe-4ef9-8f1b-29b6eed0621f,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-b804bf0a-6dd9-4f7a-b148-4c59b5e41443,mr_parkit,b804bf0a-6dd9-4f7a-b148-4c59b5e41443,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-b9aa6d9e-a776-47cf-9794-8a84cea2536d,mr_parkit,b9aa6d9e-a776-47cf-9794-8a84cea2536d,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,False,,20,0,0,2026-04-20
mr_parkit-ca42fc20-f40b-4643-b618-1a51905f2f08,mr_parkit,ca42fc20-f40b-4643-b618-1a51905f2f08,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,False,,20,0,0,2026-04-20
mr_parkit-ce631cd5-2ffe-41b0-9e12-7781a85f57c3,mr_parkit,ce631cd5-2ffe-41b0-9e12-7781a85f57c3,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-ce73eed6-cf8b-4f1f-9cfa-de19b0af33cd,mr_parkit,ce73eed6-cf8b-4f1f-9cfa-de19b0af33cd,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,False,,20,0,0,2026-04-20
mr_parkit-cf4a50d8-efe4-4691-8686-06c152950e1f,mr_parkit,cf4a50d8-efe4-4691-8686-06c152950e1f,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-c0a0a16f-2888-4f81-94fb-7f071876e1e8,mr_parkit,c0a0a16f-2888-4f81-94fb-7f071876e1e8,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-c10bbf8a-7c6d-4ac6-a297-bf07dcf7520f,mr_parkit,c10bbf8a-7c6d-4ac6-a297-bf07dcf7520f,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-c46bdfc0-d28b-4f3c-81fe-cf5df7a92aa8,mr_parkit,c46bdfc0-d28b-4f3c-81fe-cf5df7a92aa8,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-c967154f-631d-4a2a-981f-585b77dce07f,mr_parkit,c967154f-631d-4a2a-981f-585b77dce07f,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-c9875ef5-7569-40aa-822d-29d4b6131cd3,mr_parkit,c9875ef5-7569-40aa-822d-29d4b6131cd3,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-d0a89caf-0d02-4ed1-944d-222fc53f6eea,mr_parkit,d0a89caf-0d02-4ed1-944d-222fc53f6eea,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,False,,20,0,0,2026-04-20
mr_parkit-d77be034-35fd-4cc6-8a44-d7c977ab02b5,mr_parkit,d77be034-35fd-4cc6-8a44-d7c977ab02b5,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-ecd64784-7084-4c44-97de-6437d69f838e,mr_parkit,ecd64784-7084-4c44-97de-6437d69f838e,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-effec579-b857-4a1b-a365-df33acc8b096,mr_parkit,effec579-b857-4a1b-a365-df33acc8b096,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-e1b962de-1222-46a0-a098-f821d69766f7,mr_parkit,e1b962de-1222-46a0-a098-f821d69766f7,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,False,,20,0,0,2026-04-20
mr_parkit-e12f89b0-9a2c-4c14-8570-f1c55e448d4a,mr_parkit,e12f89b0-9a2c-4c14-8570-f1c55e448d4a,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-e7ecc064-2e77-4881-b823-036ab5ebfadd,mr_parkit,e7ecc064-2e77-4881-b823-036ab5ebfadd,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-e76788d2-2a83-45ee-9bf7-ed5c38a2c8b9,mr_parkit,e76788d2-2a83-45ee-9bf7-ed5c38a2c8b9,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-ffa12f0b-f0de-4a08-b575-3d8d3d4fc1e0,mr_parkit,ffa12f0b-f0de-4a08-b575-3d8d3d4fc1e0,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-ff50fc64-5cf6-4459-b7e0-0a5421c9c427,mr_parkit,ff50fc64-5cf6-4459-b7e0-0a5421c9c427,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-f1a3bcd2-7b60-4ad8-88ce-97c3c861d42e,mr_parkit,f1a3bcd2-7b60-4ad8-88ce-97c3c861d42e,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-f2c786d6-f443-47cb-a52d-3bc82eb870b2,mr_parkit,f2c786d6-f443-47cb-a52d-3bc82eb870b2,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,False,,20,0,0,2026-04-20
mr_parkit-f8058f0c-5c41-4970-9c4f-1d097b8eb363,mr_parkit,f8058f0c-5c41-4970-9c4f-1d097b8eb363,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-f93b171c-df34-4945-b57b-9b6cc8fd738f,mr_parkit,f93b171c-df34-4945-b57b-9b6cc8fd738f,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-0b0166d3-937f-4000-ba24-4d8e855fc22a,mr_parkit,0b0166d3-937f-4000-ba24-4d8e855fc22a,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-0cb01e65-418b-440f-ba8c-a40256e3cae5,mr_parkit,0cb01e65-418b-440f-ba8c-a40256e3cae5,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,True,,20,0,0,2026-04-20
mr_parkit-0c114cab-a374-4ef6-bace-0f5502be7f05,mr_parkit,0c114cab-a374-4ef6-bace-0f5502be7f05,2026-04-20T20:45:00.319Z,2026-04-20T20:48:00+00:00,,,0,,False,,20,0,0,2026-04-20
